title,start_date,votes,replies,url
Change the color of the Unity 4.6 buttons in code,"Oct 28, 2016 8:06:53 PM",6,2,https://answers.unity3d.com/questions/785163/change-the-color-of-the-unity-46-buttons-in-code.html
New UI buttons doesn't work,"Aug 8, 2016 3:48:12 PM",6,4,https://answers.unity3d.com/questions/780043/new-ui-buttons-doesnt-work.html
[META] basic problem: general programming v. Unity questions,"Dec 2, 2014 1:14:17 PM",6,1,https://answers.unity3d.com/questions/771329/meta-basic-problem-general-programming-v-unity-que.html
Mecanim - Trigger event at end of animation state,"Nov 29, 2016 4:47:49 AM",6,4,https://answers.unity3d.com/questions/750785/mecanim-trigger-event-at-end-of-animation-state.html
What is good practice to set Pixels to Units to and how does it actually work ?,"Dec 16, 2015 5:34:10 PM",6,1,https://answers.unity3d.com/questions/736142/what-is-good-practice-to-set-pixels-to-units-to-an.html
What are the Javascript compiler errors?,"Aug 11, 2015 1:45:16 PM",6,0,https://answers.unity3d.com/questions/723812/what-are-the-javascript-compiler-errors.html
[meta] Is Answers doomed?,"May 28, 2014 6:30:40 PM",6,9,https://answers.unity3d.com/questions/708982/meta-is-answers-doomed.html
Cannot enabled / disable a script component?,"Jun 19, 2017 6:16:39 AM",6,1,https://answers.unity3d.com/questions/694778/cant-uncrosscross-a-script-component.html
"Android App Restarts when ""Launched""","Dec 22, 2015 9:00:06 AM",6,2,https://answers.unity3d.com/questions/690512/android-app-restarts-when-launched.html
Google Play Games plugin for Unity Not Authenticating,"Jan 10, 2017 2:32:46 PM",6,9,https://answers.unity3d.com/questions/679424/google-play-games-plugin-for-unity-not-authenticat.html
Cogwheel icon in inspector,"Jan 9, 2017 11:16:14 AM",6,1,https://answers.unity3d.com/questions/678637/cogwheel-icon-in-inspector.html
Does Unity call Destroy on a ScriptableObject that nobody's referencing? or do I have to manually Destroy it?,"Mar 12, 2017 12:14:54 AM",6,2,https://answers.unity3d.com/questions/639852/does-unity-call-destroy-on-a-scriptableobject-that.html
MecAnim Root Motion - How To Prevent It,"Sep 15, 2017 8:05:36 AM",6,2,https://answers.unity3d.com/questions/615687/mecanim-root-motion-how-to-prevent-it.html
Game Object On Touch Event on Android-iPhone 2D,"May 6, 2016 12:45:20 AM",6,4,https://answers.unity3d.com/questions/610440/on-touch-event-on-game-object-on-android-2d.html
Sprites Become Invisible (SOLVED),"Sep 26, 2017 5:08:13 PM",6,2,https://answers.unity3d.com/questions/610165/sprites-become-invisible.html
Trail Renderer and Sorting Layer problem,"May 12, 2017 5:28:05 PM",6,2,https://answers.unity3d.com/questions/608095/trail-renderer-and-sorting-layer-problem.html
#if UNITY_EDITOR stuff getting called at runtime as well?,"Sep 24, 2015 8:28:01 PM",6,2,https://answers.unity3d.com/questions/604503/if-unity-editor-stuff-getting-called-at-runtime-as.html
Generating a good random seed,"Aug 23, 2016 5:28:29 AM",6,2,https://answers.unity3d.com/questions/603000/generating-a-good-random-seed.html
why isn't my OnTriggerEnter2D() function working?,"Sep 3, 2017 7:23:23 AM",6,6,https://answers.unity3d.com/questions/592567/why-isnt-my-ontriggerenter2d-function-working.html
Can I access the color preset by code?,"Jan 2, 2015 3:51:56 AM",6,1,https://answers.unity3d.com/questions/590562/can-i-access-the-color-preset-by-code.html
Implement voice recognition in Unity?,"Jun 18, 2017 10:47:43 PM",6,5,https://answers.unity3d.com/questions/587899/implement-voice-recognition-in-unity.html
Unity 4.3 crashes on Mac when debugging on Monodevelop 4.0.1,"Feb 16, 2015 12:31:45 AM",6,3,https://answers.unity3d.com/questions/580310/unity-43-crashes-on-mac-when-debugging-on-monodeve.html
One way platform using 2D Colliders?,"May 8, 2016 8:33:32 PM",6,11,https://answers.unity3d.com/questions/576044/one-way-platform-using-2d-colliders.html
Switch platform is extremely slow,"Oct 15, 2013 8:29:26 PM",6,2,https://answers.unity3d.com/questions/556484/switch-platform-is-extremely-slow.html
Ignoring folder meta files on version control,"Oct 29, 2013 7:19:38 AM",6,1,https://answers.unity3d.com/questions/547795/ignoring-folder-meta-files-on-version-control.html
EditorGUILayout split view (resizable scroll view),"Aug 30, 2017 3:36:02 PM",6,1,https://answers.unity3d.com/questions/546686/editorguilayout-split-view-resizable-scroll-view.html
How to add Billing permission to .apk file?,"Apr 1, 2015 10:54:15 AM",6,1,https://answers.unity3d.com/questions/545779/how-to-add-billing-permission-to-apk-file.html
What is the best way to pass data between scenes?,"Jun 9, 2015 12:06:48 AM",6,2,https://answers.unity3d.com/questions/532656/what-is-the-best-way-to-pass-data-between-scenes.html
How can I convert a Quaternion to a direction vector?,"Jan 25, 2016 7:51:54 AM",6,2,https://answers.unity3d.com/questions/525952/how-i-can-converting-a-quaternion-to-a-direction-v.html
Is Using Coroutines Actually Faster Than Update?,"Aug 29, 2013 4:29:19 PM",6,1,https://answers.unity3d.com/questions/525854/is-using-coroutines-actually-faster-than-update.html
Creating 3d planets with terrain and atmosphere,"Jan 14, 2016 6:39:30 PM",6,3,https://answers.unity3d.com/questions/506183/creating-3d-planets-with-terrain-and-atmosphere.html
NavMesh Agent Obstacle Avoidance Ignore,"Mar 5, 2017 10:00:58 AM",6,1,https://answers.unity3d.com/questions/496659/navmesh-agent-obstacle-avoidance-ignore.html
How can i shuffle  a list,"Jul 25, 2017 3:54:28 PM",6,4,https://answers.unity3d.com/questions/486626/how-can-i-shuffle-alist.html
DropDownList with string array in Editor Inspector,"Jul 21, 2017 9:07:09 AM",6,4,https://answers.unity3d.com/questions/458987/dropdownlist-with-string-array-in-editor-inspector.html
Copy a component at runtime,"Apr 18, 2017 9:15:50 AM",6,8,https://answers.unity3d.com/questions/458207/copy-a-component-at-runtime.html
C# - Simple Voronoi/Delaunay Diagrams For Starters,"Aug 7, 2017 10:29:38 PM",6,2,https://answers.unity3d.com/questions/448156/c-simple-voronoidelaunay-diagrams-for-starters.html
"Multiple cameras, depths, and image effects!","May 15, 2014 7:37:50 AM",6,2,https://answers.unity3d.com/questions/447131/multiple-cameras-depths-and-image-effects.html
"Facebook ""Like"", Prime31 (ACTUAL $400 PayPal REWARD)","Oct 26, 2015 3:54:23 PM",6,3,https://answers.unity3d.com/questions/435671/facebook-like-using-prime31-250-reward-.html
General Tips on Project tidying,"Apr 9, 2013 6:46:14 PM",6,2,https://answers.unity3d.com/questions/434673/general-tips-on-project-tidying.html
Can I download the projects in browser instead of opening the Asset Store?,"Mar 28, 2017 4:47:48 PM",6,3,https://answers.unity3d.com/questions/431190/can-i-download-the-projects-in-browser-instead-of.html
OnMouseDown not firing?,"Jan 13, 2017 9:58:59 AM",6,17,https://answers.unity3d.com/questions/425478/onmousedown-not-firing.html
Normal distribution random,"Sep 17, 2017 9:21:13 AM",6,2,https://answers.unity3d.com/questions/421968/normal-distribution-random.html
Find out if any Button on any Gamepad has been pressed and which one,"May 27, 2016 1:12:34 PM",6,5,https://answers.unity3d.com/questions/411950/find-out-if-any-button-on-any-gamepad-has-been-pre.html
ArgumentException: Getting control 0's position in a group with only 0 controls when doing Repaint Aborting - why? C#,"Mar 2, 2016 2:26:58 AM",6,3,https://answers.unity3d.com/questions/400454/argumentexception-getting-control-0s-position-in-a-1.html
Getting surface normal from collision,"Feb 18, 2013 10:24:37 PM",6,1,https://answers.unity3d.com/questions/399421/getting-surface-normal-from-collision.html
zoom out in the animator window,"Mar 29, 2017 6:30:17 PM",6,5,https://answers.unity3d.com/questions/394660/zoom-out-in-the-animator-window.html
Finding the cause for a NullReferenceException,"May 18, 2017 12:57:48 PM",6,4,https://answers.unity3d.com/questions/390277/finding-the-cause-for-a-nullreferenceexception.html
Detecting how many times a raycast collides with a single concave meshcollider,"Aug 11, 2017 6:39:17 PM",6,1,https://answers.unity3d.com/questions/386698/detecting-how-many-times-a-raycast-collides-with-a.html
How to take a photo from a webcam?,"Aug 28, 2016 3:16:22 PM",6,2,https://answers.unity3d.com/questions/384734/how-to-take-a-photo-from-a-webcam.html
Get world coordinates from mouse click,"Jul 2, 2017 9:57:57 AM",6,2,https://answers.unity3d.com/questions/376735/get-world-coordinates-from-mouse-click.html
Exactly how does friction direction 2 work?,"Dec 30, 2012 6:25:35 PM",6,1,https://answers.unity3d.com/questions/369066/exactly-how-does-friction-direction-2-work.html
AnimationClip must be marked as Legacy,"Mar 23, 2015 3:34:45 PM",6,2,https://answers.unity3d.com/questions/357851/animationclip-must-be-marked-as-legacy.html
Singleplayer PlayerPrefs hacking - Inevitable?,"Oct 10, 2017 8:06:14 PM",6,1,https://answers.unity3d.com/questions/350294/singleplayer-playerprefs-hacking-inevitable.html
EditorGUILayout.ObjectField for Array,"May 25, 2016 7:47:24 PM",6,1,https://answers.unity3d.com/questions/334348/editorguilayoutobjectfield-for-array.html
"Avoid ""Profiler is only supported in Unity Pro"" log messages in dev build?","May 19, 2015 9:22:10 PM",6,4,https://answers.unity3d.com/questions/331826/avoid-profiler-is-only-supported-in-unity-pro-log.html
ScreenToWorldPoint() not working,"Apr 18, 2017 5:15:55 AM",6,2,https://answers.unity3d.com/questions/331558/screentoworldpoint-not-working.html
How to get all GameObjects in Scene?,"Aug 2, 2017 3:09:42 PM",6,5,https://answers.unity3d.com/questions/329395/how-to-get-all-gameobjects-in-scene.html
Activating GameObject(s) is slow,"Oct 31, 2016 2:48:45 PM",6,2,https://answers.unity3d.com/questions/327541/activating-gameobjects-is-slow.html
Signing an Android application,"Nov 28, 2016 6:29:05 PM",6,2,https://answers.unity3d.com/questions/326812/signing-android-application.html
"Texture2D.ReadPixels unknown error ""not inside drawing frame""","Aug 5, 2013 6:50:00 PM",6,3,https://answers.unity3d.com/questions/326384/texture2dreadpixels-unknown-error-not-inside-drawi.html
Error: Input Axis Not Set Up,"Oct 31, 2016 6:40:55 PM",6,2,https://answers.unity3d.com/questions/325483/error-input-axis-not-set-up.html
How can I tell when a navmeshagent has reached its destination?,"Oct 21, 2017 7:52:57 PM",6,9,https://answers.unity3d.com/questions/324589/how-can-i-tell-when-a-navmesh-has-reached-its-dest.html
Goods and bads about using Resources.load,"Oct 9, 2012 10:40:44 PM",6,3,https://answers.unity3d.com/questions/319127/goods-and-bads-about-using-resourcesload.html
How to access the size of a List C#,"Oct 5, 2017 3:37:52 PM",6,2,https://answers.unity3d.com/questions/318607/how-to-access-the-size-of-a-list-c.html
How do i properly create a ScriptableObject ?,"Nov 29, 2012 5:58:49 PM",6,1,https://answers.unity3d.com/questions/316798/how-do-i-properly-create-a-scriptableobject-.html
Adjust properties of AudioSource created with PlayClipAtPoint,"Jan 24, 2016 6:41:22 AM",6,2,https://answers.unity3d.com/questions/316575/adjust-properties-of-audiosource-created-with-play.html
How do I profile custom editor window performance?,"May 19, 2014 11:51:18 AM",6,1,https://answers.unity3d.com/questions/316530/how-do-i-profile-custom-editor-window-performance.html
Make a Button Behave Like a Toggle,"Aug 29, 2017 8:25:03 PM",6,5,https://answers.unity3d.com/questions/314926/make-a-button-behave-like-a-toggle.html
UV mapping,"Jan 11, 2016 2:34:28 PM",6,4,https://answers.unity3d.com/questions/306959/uv-mapping.html
Yield WaitForSeconds outside of time.Scale,"Nov 10, 2016 10:51:46 AM",6,7,https://answers.unity3d.com/questions/301868/yield-waitforseconds-outside-of-timescale.html
Warning messages are turning into Internal Compiler Errors...?,"May 23, 2016 7:39:24 AM",6,6,https://answers.unity3d.com/questions/301757/warning-messages-are-turning-into-internal-compile.html
How to stop a co-routine in C# instantly?,"Sep 19, 2017 12:41:45 PM",6,4,https://answers.unity3d.com/questions/300864/how-to-stop-a-co-routine-in-c-instantly.html
Recursively get all children,"Jun 14, 2015 2:25:18 AM",6,2,https://answers.unity3d.com/questions/280231/recursively-get-all-children.html
Unity Answers: How can I get rid of the menu area?,"Jul 5, 2012 1:50:54 PM",6,5,https://answers.unity3d.com/questions/278148/unity-answers-how-can-i-get-rid-of-the-menu-area.html
What can cause a coroutine to not being working?,"May 16, 2017 5:05:08 PM",6,9,https://answers.unity3d.com/questions/277772/what-can-cause-a-coroutine-to-not-being-working.html
Using SerializedProperty on custom classes?,"Nov 3, 2016 1:50:31 AM",6,2,https://answers.unity3d.com/questions/274002/using-serializedproperty-on-custom-classes.html
There are 2 audio listeners in the scene. Please ensure there is always exactly one audio listener in the scene.,"Jun 24, 2017 7:41:56 PM",6,4,https://answers.unity3d.com/questions/267213/there-are-2-audio-listeners-in-the-scene-please-en.html
How can I add Copy/Paste clipboard support to my game?,"Oct 5, 2016 5:27:22 PM",6,4,https://answers.unity3d.com/questions/266244/how-can-i-add-copypaste-clipboard-support-to-my-ga.html
Resources.UnloadAsset(),"Nov 8, 2013 5:23:54 AM",6,3,https://answers.unity3d.com/questions/260144/resourcesunloadasset.html
Accessing Google APIs in Unity,"May 2, 2013 10:56:21 PM",6,1,https://answers.unity3d.com/questions/249052/accessing-google-apis-in-unity.html
Pass more than one parameter for StartCoroutine,"May 3, 2017 12:27:46 AM",6,3,https://answers.unity3d.com/questions/240959/pass-more-than-one-parameter-for-startcoroutine.html
Timestamps (566) and assets (567) maps out of sync.,"May 12, 2017 9:31:38 AM",6,7,https://answers.unity3d.com/questions/236053/timestamps-566-and-assets-567-maps-out-of-sync.html
What's the use of abstract classes and interfaces in a game?,"Jul 27, 2016 1:07:16 PM",6,1,https://answers.unity3d.com/questions/233859/whats-the-use-of-abstract-classes-and-interfaces-i.html
How Can I Get the Device Camera Aspect Ratio?,"Jan 7, 2017 1:05:07 AM",6,3,https://answers.unity3d.com/questions/232168/how-can-i-get-the-device-camera-aspect-ratio.html
how to get the width and height of a Orthographic camera.,"Mar 7, 2017 10:59:37 PM",6,2,https://answers.unity3d.com/questions/230190/how-to-get-the-width-and-height-of-a-orthographic.html
How can one limit the Unity Web Player's browser freezing?,"Apr 5, 2012 5:19:08 PM",6,1,https://answers.unity3d.com/questions/224132/how-can-one-limit-the-unity-web-players-browser-fr.html
Yielding with WWW in Editor,"Oct 5, 2017 7:10:32 AM",6,7,https://answers.unity3d.com/questions/221651/yielding-with-www-in-editor.html
EditorGUILayout.Foldout - no way to remember state?,"Oct 16, 2017 11:06:39 AM",6,5,https://answers.unity3d.com/questions/216395/editorguilayoutfoldout-no-way-to-remember-state.html
transform.Translate vs rigidbody.MovePosition?,"Feb 4, 2016 9:14:03 PM",6,3,https://answers.unity3d.com/questions/215377/transformtranslate-vs-rigidbodymoveposition.html
getting object local direction?,"Oct 22, 2017 8:40:35 AM",6,1,https://answers.unity3d.com/questions/211910/getting-object-local-direction.html
Having a kinematic rigidbody detect collision with a collider without a rigidbody,"Aug 3, 2016 3:13:52 PM",6,4,https://answers.unity3d.com/questions/209656/having-a-kinematic-rigidbody-detect-collision-with.html
Shuriken particle system - changing the emitter mesh programatically,"Oct 6, 2013 11:41:29 AM",6,2,https://answers.unity3d.com/questions/207996/shuriken-particle-system-changing-the-emitter-mesh.html
pragma strict,"Feb 14, 2016 2:04:00 AM",6,3,https://answers.unity3d.com/questions/206424/pragma-strict.html
Edit animation in animation windows,"Mar 3, 2016 11:28:38 AM",6,1,https://answers.unity3d.com/questions/205198/edit-animation-in-animation-windows.html
"Unity3d touch input on regular pc`s with an touch pc-monitor,,Track Touch events on an PC with an Touch-Screen","Sep 5, 2012 6:41:15 PM",6,1,https://answers.unity3d.com/questions/205009/unity3d-touch-input-on-regular-pcs-with-an-touch-p.html
Editor: How to do PropertyField for List elements?,"Mar 25, 2016 5:15:07 PM",6,4,https://answers.unity3d.com/questions/200123/editor-how-to-do-propertyfield-for-list-elements.html
How to get a bold Labelfield (EditorGUIStyle),"Nov 30, 2016 3:57:15 AM",6,1,https://answers.unity3d.com/questions/199662/how-to-get-a-bold-labelfield-editorguistyle.html
Where is the assets store?,"Jan 24, 2016 12:28:10 AM",6,2,https://answers.unity3d.com/questions/199056/where-is-the-assets-store.html
"Facebook , Twitter Share Button for IOS and Android","Jan 29, 2015 7:15:56 AM",6,3,https://answers.unity3d.com/questions/191165/facebook-twitter-share-button-for-ios-and-android.html
How to prevent library to keep rebuilding itself with external version control?,"Mar 19, 2015 10:07:59 AM",6,2,https://answers.unity3d.com/questions/188352/how-to-prevent-library-to-keep-rebuilding-itself-w.html
"How to add keyframes on imported, read-only, animation?","Sep 18, 2017 3:30:04 PM",6,4,https://answers.unity3d.com/questions/187907/how-to-add-keyframes-on-imported-read-only-animati.html
How to make your character move?,"Sep 16, 2017 1:10:42 AM",6,5,https://answers.unity3d.com/questions/182391/how-to-make-your-character-move.html
SVN and Unity Asset store,"Nov 5, 2012 2:39:40 PM",6,1,https://answers.unity3d.com/questions/180848/svn-and-unity-asset-store.html
Shortcut Key to Maximize Viewport,"Feb 5, 2017 4:19:00 AM",6,2,https://answers.unity3d.com/questions/180607/shortcut-key-to-maximize-viewport.html
Is it possible to allow a raycast to pass through a collider to hit things behind it?,"Jul 10, 2017 7:19:19 AM",6,6,https://answers.unity3d.com/questions/178483/is-it-possibel-to-allow-a-raycast-to-pass-through.html
[Meta] A slight change to karma-enabled abilities...,"Oct 21, 2011 1:41:27 PM",6,2,https://answers.unity3d.com/questions/178428/meta-a-slight-change-to-karma-enabled-abilities.html
UnityPlayerActivity vs. UnityPlayerNativeActivity,"Jan 7, 2013 7:59:50 AM",6,0,https://answers.unity3d.com/questions/176492/unityplayeractivity-vs-unityplayernativeactivity.html
Can I activate muitiple license at the same time?,"Apr 6, 2012 4:13:05 AM",6,1,https://answers.unity3d.com/questions/175446/can-i-activate-muitiple-license-at-the-same-time.html
How to maintain asset bundle compatibility?,"Jan 2, 2015 5:58:10 PM",6,2,https://answers.unity3d.com/questions/175310/how-to-maintain-asset-bundle-compatibility.html
Moderation and rejection (Qato),"Jan 31, 2013 5:46:32 AM",6,2,https://answers.unity3d.com/questions/173592/moderation-and-rejection-quato.html
"Save current time on quit, then on relaunch compare to new current time and get difference?","Apr 28, 2016 8:01:24 AM",6,2,https://answers.unity3d.com/questions/171302/save-current-time-on-quit-then-on-relaunch-compare.html
Instantiate OnDestroy,"Mar 31, 2017 8:09:55 AM",6,1,https://answers.unity3d.com/questions/169656/instantiate-ondestroy.html
Screen VS Viewport What is the difference,"Dec 8, 2016 7:53:40 AM",6,1,https://answers.unity3d.com/questions/168156/screen-vs-viewport-what-is-the-difference.html
How to Make the FPS Character Controller RUN and CROUCH,"Jun 29, 2017 12:16:23 AM",6,0,https://answers.unity3d.com/questions/164638/how-to-make-the-fps-character-controller-run-and-c.html
Auto save every five minutes?,"Apr 11, 2016 6:22:21 PM",6,6,https://answers.unity3d.com/questions/158498/auto-save-every-five-minutes.html
Changing material name,"May 15, 2017 7:27:02 PM",6,13,https://answers.unity3d.com/questions/158269/changing-material-name.html
How do you format scripts in UnityAnswers?,"Aug 5, 2011 9:44:16 PM",6,4,https://answers.unity3d.com/questions/149588/how-do-you-format-scripts-in-unityanswers.html
Particle effects tips and tricks,"Jul 14, 2014 1:29:10 PM",6,1,https://answers.unity3d.com/questions/149276/particle-effects-tips-and-tricks.html
"Unity Monodevelop problem: cannot type ' or "" quotation mark","Jan 4, 2016 12:37:10 PM",6,14,https://answers.unity3d.com/questions/149006/unity-monodevelop-problem-cannot-type-or-quot-quot.html
How can i change the title of the standalone player window?,"May 7, 2013 7:53:50 AM",6,2,https://answers.unity3d.com/questions/148723/how-can-i-change-the-title-of-the-standalone-playe.html
Scale objects via script?,"Nov 1, 2017 9:49:06 AM",6,2,https://answers.unity3d.com/questions/148619/scale-objects-via-script.html
Instantiated Object looses prefab's rotation,"Jun 16, 2017 3:36:47 AM",6,5,https://answers.unity3d.com/questions/146754/object-rotation-not-working-as-such.html
Help!! Cannot drag and drop inside editor!,"Jul 10, 2015 8:11:51 PM",6,3,https://answers.unity3d.com/questions/145004/help-cannot-drag-and-drop-inside-editor.html
"What's a good way to do dynamically-generated music, note-by-note?","Feb 20, 2015 4:14:17 AM",6,2,https://answers.unity3d.com/questions/141771/whats-a-good-way-to-do-dynamically-generated-music.html
Loading Level Async without switching the level immediately,"Aug 25, 2016 1:04:16 PM",6,3,https://answers.unity3d.com/questions/137261/loading-level-async-without-switching-the-level-im.html
How the Quaternion Works?,"Mar 25, 2016 11:36:27 PM",6,3,https://answers.unity3d.com/questions/133771/how-the-quaternion-works.html
in app purchase android,"Oct 26, 2015 6:24:20 PM",6,7,https://answers.unity3d.com/questions/130361/in-app-purchase-android.html
Just need some clarification regarding Component variables,"Feb 10, 2012 4:28:14 PM",6,3,https://answers.unity3d.com/questions/129719/just-need-some-clarification-regarding-component-v.html
Drop down menu in Custom Editor,"Aug 27, 2014 1:38:37 PM",6,2,https://answers.unity3d.com/questions/126562/drop-down-menu-in-custom-editor.html
Is there any way to view the console in a build?,"Sep 10, 2017 9:01:51 PM",6,10,https://answers.unity3d.com/questions/125049/is-there-any-way-to-view-the-console-in-a-build.html
Editor's Camera Clipping Plane,"Nov 1, 2017 2:18:01 PM",6,7,https://answers.unity3d.com/questions/124283/editors-camera-clipping-plane.html
PlayOneShot returns false for isPlaying,"Aug 23, 2016 8:58:23 AM",6,4,https://answers.unity3d.com/questions/123772/playoneshot-returns-false-for-isplaying.html
How do I simulate a tsunami wave?,"Jun 24, 2011 8:58:23 AM",6,6,https://answers.unity3d.com/questions/120923/simulating-a-tsunami.html
Fade in/out music script,"Aug 11, 2017 4:38:50 AM",6,8,https://answers.unity3d.com/questions/120727/fade-inout-music-script.html
Is there a simple way to delete all your playerprefs in the editor and webplayer?,"May 14, 2011 7:48:39 PM",6,1,https://answers.unity3d.com/questions/64556/is-there-a-simple-way-to-delete-all-your-playerpre.html
How to set main camera?,"Feb 26, 2017 7:44:55 AM",6,3,https://answers.unity3d.com/questions/63221/how-to-set-main-camera.html
Documentation Generators for Unity code comments,"Dec 12, 2012 6:38:44 PM",6,2,https://answers.unity3d.com/questions/63061/documentation-generators-for-unity-code-comments.html
""" You should never have a parent and child rigidbody together "" ?","May 4, 2017 3:32:07 AM",6,2,https://answers.unity3d.com/questions/62497/-you-should-never-have-a-parent-and-child-rigidbod.html
How do I make fields in the inspector go bold when prefab value is overridden,"Jan 13, 2016 7:27:43 PM",6,4,https://answers.unity3d.com/questions/62455/how-do-i-make-fields-in-the-inspector-go-bold-when.html
Callback on variable change inside editor,"Aug 28, 2017 12:26:19 PM",6,3,https://answers.unity3d.com/questions/59983/callback-on-variable-change-inside-editor.html
get all scripts attached to gameobject,"Apr 18, 2011 11:58:25 AM",6,2,https://answers.unity3d.com/questions/59044/get-all-scripts-attached-to-gameobject.html
Namespace - Still a problem?,"Apr 16, 2011 1:57:24 PM",6,3,https://answers.unity3d.com/questions/58711/namespace-still-a-problem.html
Water3Example has strange refraction,"Jun 28, 2011 2:40:08 PM",6,3,https://answers.unity3d.com/questions/58568/water3example-has-strange-refraction.html
Drawing to the scene from an EditorWindow,"Apr 12, 2017 8:24:07 AM",6,4,https://answers.unity3d.com/questions/58018/drawing-to-the-scene-from-an-editorwindow.html
How do I localize strings in the editor?,"Jan 16, 2015 11:39:53 AM",6,2,https://answers.unity3d.com/questions/57395/how-do-i-localize-strings-in-the-editor.html
Character collider / physics bug in Unity 3.3 - falling through terrain / objects,"Jan 13, 2014 9:40:38 PM",6,5,https://answers.unity3d.com/questions/57077/character-collider-physics-bug-in-unity-33-falling.html
Can i publish a game made with Unity for free?,"Nov 16, 2016 4:23:25 PM",6,5,https://answers.unity3d.com/questions/56959/can-i-publish-a-game-made-with-unity-for-free.html
Real time graphing with texture2d = performance hell,"Oct 29, 2013 1:32:39 AM",6,5,https://answers.unity3d.com/questions/55845/real-time-graphing-with-texture2d-performance-hell.html
Please explain BuildPipeline.PushAssetDependencies,"Sep 28, 2015 12:38:05 PM",6,2,https://answers.unity3d.com/questions/55416/please-explain-buildpipelinepushassetdependencies.html
Changing Texture import default settings.,"Jun 9, 2015 4:30:53 PM",6,4,https://answers.unity3d.com/questions/55118/changing-texture-import-default-settings.html
Is there a Unity Privacy policy?,"Mar 23, 2011 10:14:11 PM",6,3,https://answers.unity3d.com/questions/54012/is-there-a-unity-privacy-policy.html
Prevent a click from going through GUI buttons.,"Jan 11, 2017 8:57:38 AM",6,7,https://answers.unity3d.com/questions/53629/prevent-a-click-from-going-through-gui-buttons.html
Why cant I see the names of my Scripts?,"Mar 23, 2011 5:50:40 PM",6,2,https://answers.unity3d.com/questions/53332/why-cant-i-see-the-names-of-my-scripts.html
Car Movement Script,"Sep 27, 2016 10:39:26 AM",6,4,https://answers.unity3d.com/questions/52031/car-movement-script.html
What's the difference between print() and Debug.Log(),"Mar 12, 2011 9:23:43 AM",6,1,https://answers.unity3d.com/questions/51839/whats-the-difference-between-print-and-debuglog.html
Changing The Camera Position & Offsetting LookAt,"Mar 17, 2011 12:09:40 PM",6,2,https://answers.unity3d.com/questions/51503/changing-the-camera-position-offsetting-lookat.html
RaycastHit.normal - what does it really return?,"Jan 15, 2015 10:33:59 AM",6,4,https://answers.unity3d.com/questions/50825/raycasthitnormal-what-does-it-really-return.html
Possible to save animations created from script as clip files in the project?,"Mar 4, 2011 3:57:00 PM",6,2,https://answers.unity3d.com/questions/50596/possible-to-save-animations-created-from-script-as.html
how to round a float to 2 DP,"Jun 14, 2017 6:10:41 PM",6,7,https://answers.unity3d.com/questions/50391/how-to-round-a-float-to-2-dp.html
Can I prevent MonoDevelop's 'Find in Files' from crashing?,"Aug 4, 2015 5:28:33 PM",6,2,https://answers.unity3d.com/questions/50152/can-i-prevent-monodevelops-find-in-files-from-cras.html
can't resize terrain?,"Jan 12, 2016 3:10:39 PM",6,4,https://answers.unity3d.com/questions/47664/cant-resize-terrain.html
Multiplayer Tutorials,"Aug 11, 2017 11:11:53 PM",6,4,https://answers.unity3d.com/questions/47544/multiplayer-tutorials.html
Dynamic text on object,"Feb 12, 2011 7:50:32 PM",6,1,https://answers.unity3d.com/questions/47300/dynamic-text-on-object.html
How can I save and read data on Android?,"Feb 11, 2011 10:52:09 AM",6,1,https://answers.unity3d.com/questions/47157/how-can-i-save-and-read-data-on-android.html
iOS - Smooth auto-rotation of orientation,"Jun 8, 2015 9:15:36 AM",6,1,https://answers.unity3d.com/questions/46492/ios-smooth-auto-rotation-of-orientation.html
Set first scene,"Oct 2, 2017 4:18:02 PM",6,3,https://answers.unity3d.com/questions/44953/set-first-scene.html
Can I safely put a prefab asset into version control with Unity Free?,"Mar 7, 2012 9:07:19 PM",6,3,https://answers.unity3d.com/questions/44905/can-i-safely-put-a-prefab-asset-into-version-contr.html
"Text mesh (font material) renders on top of everything, any way to change that?","Oct 10, 2017 9:08:27 AM",6,6,https://answers.unity3d.com/questions/44598/text-mesh-font-material-renders-on-top-of-everythi.html
Default Tags and Layers in Unity,"Apr 7, 2015 3:52:47 PM",6,1,https://answers.unity3d.com/questions/44112/default-tags-and-layers-in-unity.html
how do i commit changes in test mode?,"Oct 27, 2017 2:10:16 PM",6,5,https://answers.unity3d.com/questions/43972/how-do-i-commit-changes-in-test-mode.html
Can NetworkView.owner be set?,"Jul 30, 2016 4:34:35 PM",6,2,https://answers.unity3d.com/questions/43287/can-networkviewowner-be-set.html
Loading Screen?,"Dec 13, 2016 9:26:28 AM",6,6,https://answers.unity3d.com/questions/42365/loading-screen.html
How do I make certain GUI textures be in front of other GUI textures?,"Sep 7, 2013 11:52:53 AM",6,2,https://answers.unity3d.com/questions/41827/how-do-i-make-certain-gui-textures-be-in-front-of.html
How to access a texture for reading on the editor?,"Nov 7, 2013 7:46:33 PM",6,1,https://answers.unity3d.com/questions/39703/how-to-access-a-texture-for-reading-on-the-editor.html
Animated Loading Screen,"Feb 13, 2013 1:47:44 AM",6,2,https://answers.unity3d.com/questions/39317/animated-loading-screen.html
How is the relationship between Rodrigo Barreto de Oliveira and Unity?,"Dec 22, 2010 8:12:48 AM",6,1,https://answers.unity3d.com/questions/39271/how-is-the-relationship-between-rodrigo-barreto-de.html
