title,excerpt,start_date,votes,status,url
[TriggerCollider] OnTriggerStay is not called for child objects,"Steps to reproduce:

1. Open the attached project
2. Open and play 'trigger' scene
3. Open the scene view and move the 'Parent' game... ","Aug 10, 2015",31,Duplicate,https://issuetracker.unity3d.com/issues/triggercollider-ontriggerstay-is-not-called-for-child-objects
GetHashCode() returns 0 for destroyed GameObjects and MonoBehaviours in ...,"To reproduce:
1. Open the attached project.
2. Open the DictionaryTests.unity scene.
3. Press Play in the Editor.
4. Observe the con... ","Aug 31, 2015",29,Fixed,https://issuetracker.unity3d.com/issues/gethashcode-returns-0-for-destroyed-gameobjects-and-monobehaviours-in-builds-but-not-in-the-editor
RenderTextures do not include Canvas (UI) elements,"How to reproduce:
1. Open the attached project
2. Open and play Main scene
3. Notice that where was white screen, screenshot appeare... ","Jan 02, 2016",22,By Design,https://issuetracker.unity3d.com/issues/rendertextures-do-not-include-canvas-ui-elements
Scene is not considered loaded when Awake() is called,Scene is still going to be considered as not loaded during awake but from now on it's going to be possible to call GetRootGameObject... ,"Jan 22, 2016",21,Fixed,https://issuetracker.unity3d.com/issues/scene-is-not-considered-loaded-when-awake-is-called
GC.MarkDependencies takes up a lot of CPU time for certain game objects,"How to reproduce:

1. Open attached project
2. Open scene GAFHiccup.unity
3. Open the Profiler window
4. Play the scene
5. Delete th... ","Feb 10, 2016",20,Postponed,https://issuetracker.unity3d.com/issues/gc-dot-markdependencies-takes-up-a-lot-of-cpu-time-for-certain-game-objects
Stepping out while debugging causes the standalone player to freeze,"To reproduce:
1. Build Angry bots x64 standalone on OSX 10.9
2. Put a breakpoint in FreeMovementMotor line 18
3. Pin some variables
... ","Nov 06, 2013",225,Fixed,https://issuetracker.unity3d.com/issues/debugging-project-freezes-unity
[WinRT] UnityEngine.dll is referencing Assembly-CSharp.dll,"Due to this, MDIL fails to properly process structs from UnityEngine.dll used as generic parameters, thus causing InvalidCastExcepti... ","Mar 03, 2015",44,Won't Fix,https://issuetracker.unity3d.com/issues/wp8-dot-1-casting-to-base-class-fails-if-the-app-is-deployed-through-unity
[CullingMask] Lightmapping ignores lights culling mask,"To reproduce:
1. Open attached project ""CullingMask""
2. Open scene 1
3. Let it bake
4. Notice that lightmap is baked for all static ... ","Mar 08, 2015",45,Postponed,https://issuetracker.unity3d.com/issues/cullingmask-lightmapping-ignores-lights-culling-mask
Black Spots on Baked Lightmaps,Duplicate of http://issuetracker.unity3d.com/issues/gi-global-illumination-baked-intensity-slash-direction-uv-maps-overlapping-causi... ,"Apr 11, 2015",40,Duplicate,https://issuetracker.unity3d.com/issues/black-spots-on-baked-lightmaps
Realtime shadows cast on terrain from directional light do not fade prop...,"Reproduction steps:
1. Open the attached project ""DefferedShadowPopping""
2. Open the scene ""Main""
3. Camera in the scene is set to d... ","Apr 20, 2015",39,Fixed,https://issuetracker.unity3d.com/issues/realtime-shadows-cast-on-terrain-from-directional-light-do-not-fade-properly-when-using-deferred-rendering-path
Can’t move a folder when using Perforce integration,"When using Perforce version control integration, it fails to submit a changeset that moves a folder into another folder. ","Jul 24, 2015",31,Fixed,https://issuetracker.unity3d.com/issues/cant-move-a-folder-when-using-perforce-integration
[WebPlayer] [System.Net.Security.SslStream] SslStream.AuthenticateAsClie...,"Reproduction steps:
1. Open attached project
2. Open scene ""TestScene""
3. Enter play mode
4. Observe the console logs. If the reques... ","Aug 27, 2015",27,Fixed,https://issuetracker.unity3d.com/issues/system-dot-net-dot-security-dot-sslstream-sslstream-dot-authenticateasclient-times-out-randomly
[Renderer] Particle normals direction is incorrect,"Steps to reproduce:

1. Open attached project
2. Open scene ""/Scenes/particleNormalTestScene""
3. Run it
4. Notice that white dot app... ","Sep 30, 2015",26,Fixed,https://issuetracker.unity3d.com/issues/renderer-particle-normals-direction-is-incorrect
[OpenVR] Entered playmode with unsupported gfx api = crash,"repro settings:

- OpenVR is preffered SDK 
- OpenVR supported headset is plugged in (CV1 or Vive)
- Graphics API auto is unchecked ... ","May 23, 2016",16,Fix in review,https://issuetracker.unity3d.com/issues/openvr-entered-playmode-with-unsupported-gfx-api-equals-crash
[WP10] Game freezes without any output in Debug mode,"Reproduction steps:

1. deploy the game to a Windows Phone 10 (Nokia Lumia 920)
2. Start playing the game (Turotial or main game) 
3... ","Feb 05, 2016",19,Duplicate,https://issuetracker.unity3d.com/issues/wp10-game-freezes-without-any-output-in-debug-mode
[Android]LoadScene is very slow if APK is split in 5.4,"To reproduce:
1) Open attached project
2) Make sure it has ""Split Application Binary"" set in Player settings
3) Build and run on dev... ","Aug 23, 2016",14,Fixed,https://issuetracker.unity3d.com/issues/android-loadscene-is-very-slow-if-apk-is-split-in-5-dot-4
[WebGL] custom cursor is not shown,"-e: see title
--regression in starts in 5.6a2, works in 5.5.x
--broken across browsers (FF, Chrome, Edge)

-repro:
--open attached p... ","Apr 27, 2017",11,Fixed,https://issuetracker.unity3d.com/issues/webgl-custom-cursor-is-not-shown
Version Control Check Out window not popping up when using Provider.Chec...,"To reproduce:

1. Download attached project ""BombBall.zip"" and open in Unity
2. Open ""RootScene"" scene
3. Go to Edit > Project Setti... ","Apr 25, 2017",11,Active,https://issuetracker.unity3d.com/issues/version-control-check-out-window-not-popping-up-when-using-provider-dot-checkout
Application crashes on Android adreno based graphics drivers,"Application sometimes crashes under these circumstances:

- Unity Version: 4.5.0f6 
- Target Platform: Android 
- Hardware: Adreno g... ","Jul 01, 2014",81,Fixed,https://issuetracker.unity3d.com/issues/application-crashes-on-android-adreno-based-graphics-drivers
Android crash: Fatal signal 11 (SIGSEGV) on some devices,On a small number of Android devices app crashes having exhibited very strange behaviour. The behaviour can vary but the result is (... ,"Dec 11, 2014",50,Not Reproducible,https://issuetracker.unity3d.com/issues/android-crash-fatal-signal-11-sigsegv-on-some-devices
[Gamma/Linear] Realtime vs. Baked lighting inconsistent results,"Lighting is predictable in real-time and baked applications in linear space only.
Gamma baking yields results similar to linear baki... ","Mar 17, 2015",37,Postponed,https://issuetracker.unity3d.com/issues/realtime-vs-baked-gamma-slash-linear-lighting-inconsistent-results
RaycastHit returns the wrong triangle index in Unity 5,"Steps to reproduce:
1. Open attached project's ""TriangleBug"" scene with 4.6 version of Unity.
2. Enter play mode. (have both scene a... ","May 26, 2015",31,Fixed,https://issuetracker.unity3d.com/issues/raycasthit-returns-the-wrong-triangle-index-in-unity-5
Other application icons become visible in the taskbar when importing lar...,"http://forum.unity3d.com/threads/the-blacksmith-demo-problems.336129/ 

Users are reporting multiple windows for their other applica... ","Jul 03, 2015",30,Not Reproducible,https://issuetracker.unity3d.com/issues/other-application-icons-become-visible-in-the-taskbar-when-importing-large-packages
[iOS] Build&Run doesn't work with Xcode 7 and 7.1,"With
5.2.0p1 (cd0778e591b3)
5.3.0a4 (5bdabab09322)
you’ll get:

“Unity xcode plugin has not current Xcode in its compatibility list.... ","Sep 17, 2015",24,Fix in review,https://issuetracker.unity3d.com/issues/ios-build-and-run-doesnt-work-with-xcode-7-and-7-dot-1
Editor doesn't start up on Windows 32bit,"-e: as per title, editor startup fails with windows error message.
--NOTE: XP support for the editor was dropped with 5.3

-repro:
-... ","Nov 17, 2015",21,Fixed,https://issuetracker.unity3d.com/issues/editor-doesnt-start-up-on-windows-xp-32bit
[IL2CPP][iOS] Expected class name error when deploying to iOS device,"To reproduce:
1. Open attached project
2. Build for iOS
3. Try to deploy to iOS device using Xcode

Actual behavior: failed deployme... ","Mar 24, 2016",17,Fixed,https://issuetracker.unity3d.com/issues/il2cpp-ios-expected-class-name-error-when-deploying-to-ios-device
Gizmos are not drawn in HMD when they are on in Game View,"Steps to reproduce:
1. Open new project
2. Turn on VR mode
3. Play project and turn on Gizmos in Game view

Actual result: Gizmos ar... ","May 05, 2016",16,Active,https://issuetracker.unity3d.com/issues/gizmos-are-not-drawn-in-hmd-when-they-are-on-in-game-view
"[iOS] XCode fails to build Mono build for iOS with errors: ""Use of undec...","Steps to reproduce:
1. Open User's attached project
2. Build for iOS
3. Open XCode
4. Build for selected Apple device (iPhone or iPa... ","Dec 20, 2016",12,Duplicate,https://issuetracker.unity3d.com/issues/ios-xcode-fails-to-build-for-ios-with-errors-use-of-undeclared-identifier-unity-ui-textrendering
Double clicking a C# script will open MonoDevelop instead of Visual Studio,"Repro steps:
1. Set Visual Studio as your external code editor in Preferences and double click on a C# script.
2. A popup box saying... ","Oct 10, 2013",167,Fixed,https://issuetracker.unity3d.com/issues/double-clicking-a-c-number-script-will-open-monodevelop-instead-of-visual-studio
"""Run in Background"" does not work for fullscreen","To reproduce:
1. Open attached project
2. Go to player settings. Make sure ""Run In Background"" is enabled
3. Include the test scene ... ","Jan 19, 2014",119,Fixed,https://issuetracker.unity3d.com/issues/run-in-background-does-not-work-for-fullscreen
Game Center Achievements Not Reported,"Full information about this bug and a workaround can be found on the forum post here:
http://forum.unity3d.com/threads/problem-with-... ","Apr 16, 2015",31,Not Reproducible,https://issuetracker.unity3d.com/issues/game-center-achievements-not-reported
Large memory allocations on canvas when running on Android devices,Canvas.SendWillRenderCanvases() takes a lot of memory on Android phones. ,"Sep 01, 2015",23,Not Reproducible,https://issuetracker.unity3d.com/issues/large-memory-allocations-on-canvas-when-running-on-android-devices
Memory leak when shadows are turned on (5.2 regression),"To reproduce:
1. Open the project in ""repro.zip""
2. Open the scene ""testscene""
3. Build it to windows
4. Open task manager
5. bring ... ","Oct 16, 2015",22,Fixed,https://issuetracker.unity3d.com/issues/memory-leak-when-shadows-are-turned-on
NullReferenceException when trying to import package,"Steps to reproduce:

1. Download attached package
2. Open Unity project and try to import this package
3. Notice that import window ... ","Jan 19, 2016",18,Fixed,https://issuetracker.unity3d.com/issues/nullreferenceexception-when-trying-to-import-package
Constant Physics.Processing spikes in Editor and in Export, ,"Jan 10, 2016",18,Not Reproducible,https://issuetracker.unity3d.com/issues/constant-physics-dot-processing-spikes-in-editor-and-in-export
[UNET] SyncListStruct class file with certain names is not synced with c...,"Steps to reproduce:
1) Download attached ""Repro.zip""
2) Open the scene and build the project
3) Host from build, Client from editor
... ","Oct 18, 2015",21,Fixed,https://issuetracker.unity3d.com/issues/unet-syncliststruct-class-file-with-certain-names-is-not-synced-with-clients
[VR]Terrain Trees appear black in build,"1) Setup EITHER headset
2) Build and Deploy to Windows Standalone
3) Run the Build
4) Put on the headset and observe that some of th... ","Apr 02, 2016",16,Fixed,https://issuetracker.unity3d.com/issues/vr-terrain-trees-appear-black-in-build
"[Android] After building the project, errors about missing temp files ap...","To reproduce:
1) Open attached project
2) Build for Android
3) Notice multiple errors after building process like:
Trying to add fil... ","Sep 06, 2016",13,Fixed,https://issuetracker.unity3d.com/issues/android-after-building-the-project-errors-about-missing-temp-files-appear-in-console
MD freezes after opening 'Attach to Process' window on OSX,"To Reproduce:

1. Open Unity Editor and any script in builtin MD.
2. Click'Run -> Attach to process'
3. Wait for 2-3 seconds.
4. Not... ","Jan 14, 2015",36,Duplicate,https://issuetracker.unity3d.com/issues/monodevelop-attach-to-process-window-causes-md-to-freeze-on-osx
"[LOD] Reaching 32k LODGroup components in a single scene causes ""group <...","How to reproduce:

1. Open attached project
2. Open scene sceneWithTooManyLODGroups.unity
 - Note the errors in the console or edito... ","Jan 27, 2015",33,Fix in review,https://issuetracker.unity3d.com/issues/reaching-32k-lodgroup-components-in-a-single-scene-causes-group-0x7fff-errors
Instantiate from resource folder with Android player is too slow,Instantiate from resource folder with Android player is too slow with prefabs that have multiple GameObjects ,"Jan 29, 2015",34,Won't Fix,https://issuetracker.unity3d.com/issues/instantiate-from-resource-folder-with-android-player-is-too-slow
[Gamma/Linear] Baked light's indirect bounce is way less intense than re...,"To reproduce:
1. Open attached project
2. Open scene Irradiance
3. Switch directional light between realtime and baked
4. Compare in... ","Feb 02, 2015",33,Postponed,https://issuetracker.unity3d.com/issues/irriadance-baked-lights-indirect-bounce-is-way-less-intense-than-realtime-one
"[Unity Remote] Missing ""Any iOS Device"" selection in editor","1. Open Unity editor
2. Open Editor settings
3. Unity Remote Device allows to select only ""None"" and ""Any Android Device"" ","Mar 04, 2015",31,Fixed,https://issuetracker.unity3d.com/issues/unity-remote-missing-any-ios-device-selection-in-editor
Cursor flickering in editor while playtesting if cursor.visible = false ,"Reproduction steps:
1. Open user submitted project ""Test Cursor Locking""
2. Add user script ""ScreenLockCursor.cs"" to any object in t... ","Mar 05, 2015",33,Fixed,https://issuetracker.unity3d.com/issues/cursor-flickering-in-editor-while-playtesting-if-cursor-dot-visible-equals-false-on-windows-7
[IL2CPP] AudioMixer.FindMatchingGroups returns null,"To Reproduce:

1. Open the attached project (turn on text serialization in p2, before importing to trunk).
2. Deploy with IL2CPP.
3.... ","Mar 22, 2015",31,Fix in review,https://issuetracker.unity3d.com/issues/il2cpp-audiomixer-dot-findmatchinggroups-returns-null
[LineRenderer] Line renderer flickers,"To reproduce: 
1. Open attached project 
2. Open MainScene
3. Press play 
4. Walk in front of Line Renderer for couple of minutes 
5... ","Mar 18, 2015",32,Fixed,https://issuetracker.unity3d.com/issues/line-renderer-flickers
GI gets stuck on Bake Indirect when Precomputed Realtime resolution is >...,"How to reproduce:

1. Open attached project
2. Open scene scene.unity
 - Scene contains a map built out of Unity primitives
3. Set t... ","Mar 31, 2015",31,Fixed,https://issuetracker.unity3d.com/issues/gi-gets-stuck-on-bake-indirect-when-precomputed-realtime-resolution-is-equals-0-dot-2
"After importing model with  ""Optimize Game Object""  enabled leads to inc...","To reproduce follow the steps:
1. Open ""Bug_Report"" project 
2. Open ""Scale_Error"" scene
3. Observe the scene - one of two objects a... ","Feb 26, 2016",16,Fixed,https://issuetracker.unity3d.com/issues/after-importing-model-with-optimize-game-object-enabled-leads-to-incorrect-gameobject-scaling
[Unet] Network configuration mismatch detected even though host's and cl...,"Steps to reproduce:
1. Open ""Bomberman"" project
2. Open ""Lobby"" scene
3. Build and run the project
4. In the Build press ""LAN Host(H... ","Jun 11, 2016",14,Active,https://issuetracker.unity3d.com/issues/unet-network-configuration-mismatch-detected-even-though-hosts-and-clients-networking-scripts-are-the-same
MonoDevelop 4.0.1 doesn't allow folding of classes/methods,"To reproduce:
1. Create a new project
2. Create a new script
3. Open it in MonoDevelop
4. Notice that there are no foldable sections ","Nov 19, 2013",94,Postponed,https://issuetracker.unity3d.com/issues/monodevelop-4-dot-0-1-doesnt-allow-folding-of-classes-slash-methods
Can't animate color value of materials,"In the animation window it is possible to enter a new value for any of the rgba channels and the curve changes appropriately, howeve... ","Dec 13, 2013",83,Fixed,https://issuetracker.unity3d.com/issues/cant-animate-color-value-of-materials
Excessive garbage generated when accessing a non existent component,"The project consists of two scenes:
1. GarbageTestCaseScene - it has a GameObject with a component/behaviour calling GetComponent() ... ","Feb 10, 2014",69,Postponed,https://issuetracker.unity3d.com/issues/excessive-garbage-generated-when-accessing-a-non-existent-component
Motion has hiccups/stutters on portable devices,"There are motion stutters in some time intervals, if you look closely. 

DUT: 
Google Nexus 4 with Android 4.4.2
HTC ONE with Androi... ","Apr 01, 2014",62,Fixed,https://issuetracker.unity3d.com/issues/motion-has-hiccups-slash-stutters-on-portable-devices
[Deferred] ReRGrabPass will stop camera rendering while rendering option...,"1. Open attached project
2. Open scene ""BUG""
3. Press play
4. Press ""en/disable cube"" and main camera works well
5. Turn on second c... ","Jun 19, 2014",53,Fixed,https://issuetracker.unity3d.com/issues/in-deffered-rendering-the-grabpass-will-stop-the-rendering
UI: Nested masks behave incorrectly ,"To reproduce this bug:

1. Open the attached project
2. Open 'MaskingBug' scene
3. It has 3 images with Masks as children of one ano... ","Sep 29, 2014",43,Fix in review,https://issuetracker.unity3d.com/issues/ui-nested-masks-behave-incorrectly
Not possible to save baked GameObject to Prefab with lightmap info, ,"Mar 02, 2015",28,By Design,https://issuetracker.unity3d.com/issues/not-possible-to-save-baked-gameobject-to-prefab-with-lightmap-info
Baked lighting data lost after rebake in copied scene,"To reproduce:
1. Open attached project
2. Open scene, bake lightmaps
3. Make a copy of scene
4. Bake lightmaps in the copy
5. Lightm... ","Apr 13, 2015",27,Fixed,https://issuetracker.unity3d.com/issues/baked-lighting-data-lost-after-rebake-in-copied-scene
[Occlusion Culling] Occlusion visualization results change after restart...,"Reproduction steps:
1. Open attached project
2. Open scene ""OcclusionTest""
3. Bake Occlusion data
4. Use Occlusion-Visualization pan... ","Sep 04, 2015",21,Fixed,https://issuetracker.unity3d.com/issues/occlusion-culling-occlusion-visualization-results-change-after-restarting-the-editor
[Android][IL2CPP] Methods to extract a stacktrace fail to return meaning...,"All these methods return empty stacktraces in Android IL2CPP:
--- UnityEngine.StackTraceUtility.ExtractStackTrace()
--- System.Envir... ","Nov 30, 2015",18,Fixed,https://issuetracker.unity3d.com/issues/android-il2cpp-methods-to-extract-a-stacktrace-fail-to-return-meaningful-data
[Camera/ImageFx] Multiple cameras + image effects + HDR or Deferred == f...,"Using multiple cameras with various clear flags and image effects mostly works as expected when using forward rendering and no HDR.
... ","Feb 03, 2016",16,Fix in review,https://issuetracker.unity3d.com/issues/camera-slash-imagefx-multiple-cameras-plus-image-effects-plus-hdr-or-deferred-equals-equals-failure-cases
Scrollbar stops velocity of 'Scroll Rect' unexpectedly,"Reproduction Steps:
1. Open User's project
2. Run ""TestScene""
-Note: ""Scrollbar On"" should be activated, therefore greyed.
3. Try pu... ","Jun 02, 2016",14,Active,https://issuetracker.unity3d.com/issues/scrollbar-stops-velocity-of-scroll-rect-unexpectedly
[GoogleVR] Canvas are allocating memory and do not release it when using...,"Reproduction steps:
1) Create new project and import ""GoogleVRForUnity"" package
2) Open ""DemoScene"" scene (GoogleVR/DemoScenes/Heads... ","Aug 01, 2016",13,Fixed,https://issuetracker.unity3d.com/issues/googlevr-canvas-are-allocating-memory-and-do-not-release-it-when-using-vr-cameras
[Android][VRCardboard] Aspect ratio not preserved when switching from VR...,"Steps to reproduce:

1) Download attached project 'AspectRatio.zip' and open in Unity
2) Build and run 'AspectRatio' scene on a devi... ","Mar 17, 2017",11,Active,https://issuetracker.unity3d.com/issues/android-vrcardboard-aspect-ratio-not-preserved-when-switching-from-vr-cardboard-to-non-vr-vrsettings-dot-enabled-equals-false
Scrolling doesn't work with Apple Mighy Mouse A1152,"Steps to reproduce :

- have an Apple Mighty Mouse A1152 connected 
- open a longer script in Mono Develop
- try to scroll with the ... ","Oct 02, 2013",89,Fix in review,https://issuetracker.unity3d.com/issues/scrolling-doesnt-work-with-apple-mighy-mouse-a1152
Camera with image effects throws error when certain game view aspect rat...,"To reproduce:
1. Create a camera with Clear Flags set to ""Depth Only"" or ""Don't Clear""
2. Attach an image effect to the camera
3. Se... ","Nov 12, 2013",79,Fixed,https://issuetracker.unity3d.com/issues/camera-with-depth-only-or-dont-clear-throws-error-when-image-effects-are-applied
Cannot logout from Mac if MonoDevelop is open,"To reproduce:
1. Have a MonoDevelop window open
2. Try restart/logout/shut down your Mac
3. Click trough any confirmation dialogs
4.... ","Nov 20, 2013",82,Fixed,https://issuetracker.unity3d.com/issues/cannot-logout-from-mac-if-monodevelop-is-open
[Perforce] Unity fails to checkout project assets,"To Reproduce:

1. Put attached project inside a workspace & set up a connection to Perforce. 
2. Submit everything in the default ch... ","Feb 04, 2015",27,Fixed,https://issuetracker.unity3d.com/issues/perforce-unity-fails-to-checkout-project-assets
The lack of vertex attributes causes a crash on dynamic batching,"Unity Player crashes when all the following conditions are fulfilled:

- Using OpenGL ES (2.0/3.0).
- Dynamic Batching is enabled.
-... ","Mar 26, 2015",25,Fix in review,https://issuetracker.unity3d.com/issues/the-lack-of-vertex-attributes-causes-a-crash-on-dynamic-batching
modifications.empty() error after creating object from prefab which has ...,"Steps to reproduce:

1. Make a new project
2. Create a canvas
3. Create an empty child (a) on the canvas
4. Create an empty child (b... ","Jul 21, 2015",21,Active,https://issuetracker.unity3d.com/issues/aspectratiofitter-modifications-dot-empty-error-after-creating-object-from-prefab-which-has-aspect-ratio-fitter-attached
[MSE] Realtime GI light in play mode only affects objects from first scene,"To reproduce:
1. Open attached project
2. Add all scenes (""firstlevel"", ""secondlevel"", ""thirdlevel"") to hierarchy
3. Ensure that the... ","Nov 18, 2015",17,By Design,https://issuetracker.unity3d.com/issues/mse-realtime-gi-light-in-play-mode-only-affects-objects-from-first-scene
HandleTransform no gameObject Log Error Message after destroying a netwo...,"Steps to reproduce:
1) open the attached project
2) build and run
3) editor as host, client as build
4) on client drag select capsul... ","Oct 12, 2015",18,Duplicate,https://issuetracker.unity3d.com/issues/handletransform-no-gameobject-log-error-message-after-destroying-a-networked-object
[Android] Application freezes on WWW.Dispose if connection is canceled,"Reproduction steps:
1) Open attached project ""TimeoutBug""
2) Build and run on an android device 
--- According to the user also repr... ","Mar 07, 2016",15,Fixed,https://issuetracker.unity3d.com/issues/android-application-freezes-on-www-dot-dispose-if-connection-is-canceled
Build performance drops after building in 4.3,"Steps to reproduce :

- import the project ""Tubes"" attached in 4.2
- create a development build
- upgrade the project to 4.3 and cre... ","Nov 21, 2013",70,Fixed,https://issuetracker.unity3d.com/issues/build-performance-drops-after-building-in-4-dot-3
Terrain tree culling performance regression,"This bug has been fixed. However, some similar regression bugs are suspected to still exist. 

Please file new bug reports for them.... ","Mar 08, 2014",50,Fixed,https://issuetracker.unity3d.com/issues/terrain-tree-culling-performance-regression
GUI: cursor position y offset is wrong and missing from input field,"-e: the cursor is below the text/missing from the input field

-repro:
--open attached Bug scene
--run
--click into the input field
... ","Jul 28, 2014",35,Not Reproducible,https://issuetracker.unity3d.com/issues/gui-dot-textfield-cursor-position-y-offset-is-wrong-if-font-size-is-changed
Regression: Nvidia ShadowPlay does not record gameplay on 4.5.x ,"To reproduce this bug:

1. Download NVIDIA GeForce Experience from: http://www.geforce.com/geforce-experience/download
2. Open GeFor... ","Oct 20, 2014",31,Won't Fix,https://issuetracker.unity3d.com/issues/regression-nvidia-shadowplay-does-not-record-gameplay-on-4-dot-5-x
"[Input] When resizing window, Input.mousePosition will be clamped by the...","Steps to reproduce this issue:

1. Open the attached project
2. Open Default scene
3. It displays the position of the mouse on the s... ","Jan 12, 2015",27,Fixed,https://issuetracker.unity3d.com/issues/input-when-resizing-window-input-dot-mouseposition-will-be-clamped-by-the-original-window-size
Normal map difference between Web Player and WebGL,"-e: see title, looks worse for WebGL

The appearance of low resolution normal maps is strikingly different between Web Player and We... ","Jul 07, 2015",20,Fixed,https://issuetracker.unity3d.com/issues/normal-map-difference-between-web-player-and-webgl
[Shadows] Shape of shadows cast by particles changes depending on an ang...,"Steps to reproduce:

1. Open attached project ""Particles.zip"" using 5.3
2. Open scene ""repro""
3. Select particles to simulate them
4... ","Oct 04, 2015",17,Fixed,https://issuetracker.unity3d.com/issues/shadows-shape-of-shadows-cast-by-particles-changes-depending-on-an-angle-they-are-viewed-at
Unity Hangs on SceneManager.UnloadScene,"Reproduction steps:

1. Open the scene ""Spoke Room 00""

2. Make the cube collide with the sphere one time. 

3. Make the cube collid... ","Jan 17, 2016",15,Fixed,https://issuetracker.unity3d.com/issues/unity-hangs-on-scenemanager-dot-unloadscene
[iOS] WebRequest system initialization fails on IL2CPP builds with disab...,"Steps to reproduce:

1. Open attached project
2. Build for iOS with Mono2x scripting backend OR IL2CPP with 'Strip Engine Code' disa... ","Jan 20, 2016",15,Fixed,https://issuetracker.unity3d.com/issues/ios-webrequest-system-initialization-fails-on-il2cpp-builds-with-disabled-stripping-and-all-mono2x-builds
Unity Editor freezes when trying to close it after calling a c# delegate...,"Steps to reproduce:
1. Download and open the attached project
2. Open scene ""TestScene""
3. Hit play
4. Hit play again to stop
5. Att... ","Oct 16, 2016",12,Active,https://issuetracker.unity3d.com/issues/unity-editor-freezes-when-trying-to-close-it-after-calling-a-c-number-delegate-from-a-c-plus-plus-script
Deferred lighting doesn't work on Intel HD Graphics,"Reproducible only with Intel HD graphics card with latest drivers.

Reproduced with driver versions 15.31.17.64.3257 (9.18.10.3257) ... ","Sep 17, 2013",58,Fix in review,https://issuetracker.unity3d.com/issues/deferred-lighting-doesnt-work-on-intel-hd-graphics
Serialization error thrown after changing Asset Serialization mode to Fo...,"To reproduce:
1. Open the attached project (TestProjectSettings.zip)
2. Notice serialization error in the console
3. Clear this erro... ","Nov 15, 2013",51,Fixed,https://issuetracker.unity3d.com/issues/serialization-error-thrown-after-changing-player-settings-and-saving-a-project
CMD+A does not select text but repeats some of the actions made recently,"To reproduce:
1. Open any project that contains a script
2. Double click on a script so it opens in MonoDevelop
3. Press CMD+A
4. No... ","Nov 15, 2013",55,Fixed,https://issuetracker.unity3d.com/issues/cmd-plus-a-does-not-select-text-but-repeats-some-of-the-actions-made-recently
Screen.lockCursor under Linux breaks Input.GetAxis,"-e: Screen.lockCursor under Linux breaks Input.GetAxis()

-repro:
--open attached project
--run test scene in editor
--notice correc... ","Jan 14, 2014",51,Fixed,https://issuetracker.unity3d.com/issues/screen-dot-lockcursor-under-linux-breaks-input-dot-getaxis
Unity grass builds patch meshes at runtime which causes cpu spikes,"To reproduce:
1. Open repro.unitypackage
2. Open scene test. It contains a terrain populated with grass and a camera that is moved a... ","Jun 20, 2014",34,Postponed,https://issuetracker.unity3d.com/issues/unity-grass-builds-patch-meshes-at-runtime-which-causes-cpu-spikes
Unity freezes when WWW.Dispose is used while downloading AssetBundle, ,"Jun 26, 2014",35,Fix in review,https://issuetracker.unity3d.com/issues/unity-freezes-when-www-dot-dispose-is-used-while-downloading-assetbundle
 Overridden virtual functions cannot be used as Animation events,"To Reproduce:

1.Write an overridden virtual function just like Event4() in Arrow.cs and ArrowBase.cs, in the attached project.

2. ... ","Aug 07, 2014",32,Fixed,https://issuetracker.unity3d.com/issues/overridden-virtual-functions-cannot-be-used-as-animation-events
-enable-stereocopic isn't supported with OpenGL on Windows,"To reproduce:
1) Create new project
2) Add a cube and a directional light
3) Build this scene on Windows Standalone x86
4) Run the b... ","Oct 13, 2014",28,Fix in review,https://issuetracker.unity3d.com/issues/unity-fails-to-render-correctly-using-force-opengl-on-windows-standalone-builds-in-fullscreen
[UI] Image using materials with custom shaders does not render in the ga...,"To reproduce this issue:

1. Open the attached project
2. Open 'test' scene
3. Notice in the scene view that there is an image in th... ","Nov 30, 2014",25,Fixed,https://issuetracker.unity3d.com/issues/ui-image-using-materials-with-custom-shaders-does-not-render-in-the-game-view
[VR] VR-Enabled Standalone Build Experience input lag when Rift is Disco...,"When the Oculus Rift is not connected or the VRSettings.enabled bool is false, but Virtual Reality Supported is set to true in the P... ","Apr 22, 2015",21,Fixed,https://issuetracker.unity3d.com/issues/vr-vr-enabled-player-lags-when-rift-is-not-connected
[Build][D3D9] Canvas stops rendering in D3D9 windows standalone,"Repro steps:

1) Open the project and Scene scene
2) Build and run(Windows Standalone) in a windowed mode and also make sure it is i... ","Sep 18, 2015",17,Duplicate,https://issuetracker.unity3d.com/issues/build-d3d9-canvas-stops-rendering-in-d3d9-windows-standalone
"[Cookie] Tree leaves, that are created with tree creator are not affecte...","Reproduction steps:
1. Open attached ""Test2"" project.
2. Open ""Test Scene"" scene.
3. Align your view with main camera or play the sc... ","Oct 15, 2015",16,Active,https://issuetracker.unity3d.com/issues/cookie-tree-leafs-that-are-created-with-tree-creator-are-not-affected-with-point-light-cookie-mask
[TrailRenderer] Artifact/false face appears when changing trail direction,"Steps to reproduce:

1. Open attached project
2. Open scene ""GameScreen""
3. Select ""DRAG THIS OBJECT IN EDITOR"" and move it in posit... ","Sep 05, 2016",12,Active,https://issuetracker.unity3d.com/issues/trailrenderer-artifact-slash-false-face-appears-when-changing-trail-direction
Dynamic Font rendering performance issues on iOS,"This test project renders a string of N random characters every frame.

Testing on an iPad 2 with a string of 30 characters the font... ","Jan 17, 2013",93,Fix in review,https://issuetracker.unity3d.com/issues/dynamic-font-rendering-performance-issues-on-ios
